gameId,playId,nflId,teamAbbr,hadRushAttempt,rushingYards,hadDropback,passingYards,sackYardsAsOffense,hadPassReception,receivingYards,wasTargettedReceiver,yardageGainedAfterTheCatch,fumbles,fumbleLost,fumbleOutOfBounds,assistedTackle,forcedFumbleAsDefense,halfSackYardsAsDefense,passDefensed,quarterbackHit,sackYardsAsDefense,safetyAsDefense,soloTackle,tackleAssist,tackleForALoss,tackleForALossYardage,hadInterception,interceptionYards,fumbleRecoveries,fumbleRecoveryYards,penaltyYards,penaltyNames,wasInitialPassRusher,causedPressure,timeToPressureAsPassRusher,getOffTimeAsPassRusher,inMotionAtBallSnap,shiftSinceLineset,motionSinceLineset,wasRunningRoute,routeRan,blockedPlayerNFLId1,blockedPlayerNFLId2,blockedPlayerNFLId3,pressureAllowedAsBlocker,timeToPressureAllowedAsBlocker,pff_defensiveCoverageAssignment,pff_primaryDefensiveCoverageMatchupNflId,pff_secondaryDefensiveCoverageMatchupNflId,last_motion_frameId,snap_frameId,snap_motion_gap,init_rel_y_dis,end_rel_y_dis,overall_y_change,init_rel_x_dis,end_rel_x_dis,overall_x_change,motion_s_avg,frames_in_motion,y_reverse_loc,y_reverse_bool,y_flipped
2022090800,1030,44985,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,FLAT,,,,,,,,,185,186,0,697,315,382,-203,-264,61,367.5,36,698.0,1,0
2022090800,1102,42818,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,1,1,1.0,POST,,,,,,,,,131,223,91,1934,875,1059,-28,-77,49,226.7391304347826,46,1931.0,1,1
2022090800,1102,44985,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,1,1,1.0,SLANT,,,,,,,,,125,223,97,824,1426,-602,-139,-75,-64,120.83333333333333,48,822.0,1,1
2022090800,1102,47879,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,HITCH,,,,,,,,,125,223,97,588,828,-240,-70,-38,-32,118.59322033898304,59,408.0,1,0
2022090800,1102,52494,BUF,0,0,0,0,0,1,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,1,1,1.0,FLAT,,,,,,,,,127,223,95,256,374,-118,-454,-450,-4,81.11111111111111,18,258.0,1,0
2022090800,1102,52536,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,1,1,1.0,SLANT,,,,,,,,,133,223,89,1238,1924,-686,-65,12,-77,184.13888888888889,36,1238.0,1,1
2022090800,1230,44881,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,IN,,,,,,,,,103,132,28,307,1491,-1184,-744,-236,-508,333.3421052631579,38,1492.0,0,0
2022090800,1286,53486,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,CROSS,,,,,,,,,82,83,0,690,422,268,-54,-149,95,315.55555555555554,9,687.0,1,0
2022090800,1334,41290,LA,0,0,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,HITCH,,,,,,,,,54,84,29,1067,1509,-442,-191,-62,-129,178.4,25,1507.0,0,0
2022090800,1334,47853,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,FLAT,,,,,,,,,72,84,11,216,581,-365,-392,-191,-201,179.11111111111111,27,199.0,1,0
2022090800,1427,53678,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,IN,,,,,,,,,42,43,0,607,586,21,-141,-132,-9,47.5,4,586.0,0,0
2022090800,1504,47857,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,FLAT,,,,,,,,,125,141,15,222,-289,511,-539,-483,-56,186.66666666666666,27,223.0,1,0
2022090800,1836,43399,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,,,,,,,,,,,91,140,48,449,528,-79,-205,-170,-35,106.5,8,533.0,0,1
2022090800,1991,41290,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,1,1,1.0,HITCH,,,,,,,,,107,170,62,793,1459,-666,-146,-92,-54,202.75,32,1464.0,0,1
2022090800,1991,44881,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,1,1,1.0,IN,,,,,,,,,113,170,56,1170,1313,-143,-213,-213,0,70.05882352941177,17,1169.0,1,0
2022090800,1991,47853,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,,,44976.0,,,0.0,,,,,146,170,23,1573,68,1505,-73,-175,102,288.4166666666667,60,165.0,0,1
2022090800,2184,42489,BUF,0,0,0,0,0,1,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,HITCH,,,,,,,,,129,141,11,564,-1540,2104,-212,-95,-117,318.03076923076924,65,-1540.0,0,1
2022090800,2208,47857,BUF,0,0,0,0,0,1,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,FLAT,,,,,,,,,127,128,0,219,-128,347,-610,-616,6,306.8181818181818,11,204.0,1,1
2022090800,2288,53678,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,CROSS,,,,,,,,,128,129,0,718,365,353,-200,-312,112,396.4,10,719.0,1,1
2022090800,2336,44881,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,CROSS,,,,,,,,,37,38,0,990,457,533,-229,-287,58,366.6,15,991.0,1,0
2022090800,2381,47853,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,FLAT,,,,,,,,,47,50,2,547,547,0,-204,-209,5,4.0,1,545.0,0,1
2022090800,2527,47879,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,GO,,,,,,,,,113,114,0,484,-524,1008,-275,-250,-25,484.76190476190476,21,485.0,1,1
2022090800,2572,53079,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,CROSS,,,,,,,,,126,127,0,1511,931,580,-214,-193,-21,260.40909090909093,22,1511.0,1,0
2022090800,2688,42489,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,SLANT,,,,,,,,,114,116,1,1531,865,666,-174,-210,36,227.20689655172413,29,1533.0,1,1
2022090800,2733,47857,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,FLAT,,,,,,,,,120,121,0,198,-199,397,-585,-520,-65,351.5,12,200.0,1,1
2022090800,2934,42489,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,1,1,1.0,HITCH,,,,,,,,,94,107,12,1104,-1461,2565,-180,-60,-120,340.9342105263158,76,1101.0,1,1
2022090800,2934,44985,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,1,1,1.0,HITCH,,,,,,,,,64,107,42,739,976,-237,-157,-153,-4,126.11111111111111,18,738.0,1,1
2022090800,2934,47879,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,1,1,1.0,ANGLE,,,,,,,,,88,107,18,518,257,261,-122,-391,269,103.36111111111111,36,519.0,1,0
2022090800,2934,52494,BUF,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,1,1,1.0,OUT,,,,,,,,,64,107,42,223,-203,426,-512,-497,-15,149.06666666666666,30,224.0,1,0
2022090800,2979,44985,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,HITCH,,,,,,,,,149,150,0,929,1040,-111,-174,-233,59,373.44444444444446,54,-16.0,1,0
2022090800,3092,43399,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,OUT,,,,,,,,,124,125,0,435,-677,1112,-225,-251,26,291.0263157894737,38,426.0,1,0
2022090800,3674,43399,LA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,OUT,,,,,,,,,126,127,0,438,-587,1025,-229,-241,12,282.18918918918916,37,431.0,1,0
2022091100,121,39975,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,CROSS,,,,,,,,,110,111,0,894,610,284,-232,-329,97,275.3333333333333,12,897.0,1,0
2022091100,166,48374,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,CORNER,,,,,,,,,142,143,0,941,67,874,-154,-245,91,381.60655737704917,61,940.0,1,1
2022091100,190,39975,ATL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,SCREEN,,,,,,,,,121,122,0,272,-726,998,-490,-716,226,466.95454545454544,22,273.0,1,1
2022091100,233,41712,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,FLAT,,,,,,,,,52,134,81,108,238,-130,-652,-481,-171,148.41666666666666,12,233.0,0,0
2022091100,233,53433,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,CROSS,46083.0,,,0.0,,,,,133,134,0,415,-455,870,-190,-167,-23,173.8235294117647,51,414.0,1,1
2022091100,419,54473,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,OUT,,,,,,,,,99,144,44,575,-933,1508,-232,-70,-162,366.95,40,-935.0,0,0
2022091100,458,53612,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,FLAT,,,,,,,,,100,140,39,943,-498,1441,-215,-188,-27,371.43589743589746,39,945.0,1,1
2022091100,679,48374,ATL,0,0,0,0,0,1,22,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,IN,,,,,,,,,104,105,0,947,-178,1125,-180,-261,81,475.6666666666667,24,945.0,1,0
2022091100,719,43336,NO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,SLANT,,,,,,,,,136,173,36,1609,-1199,2808,-142,-66,-76,440.625,64,-1216.0,0,0
2022091100,828,43336,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,IN,,,,,,,,,124,144,19,1691,-1541,3232,-107,-104,-3,439.35616438356163,73,1697.0,1,1
2022091100,1017,48374,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,HITCH,,,,,,,,,84,85,0,919,-288,1207,-189,-209,20,478.2,25,912.0,1,0
2022091100,1231,39975,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,1,1,1.0,FLAT,,,,,,,,,102,162,59,625,7,618,-200,-737,537,221.91666666666666,36,-2.0,0,0
2022091100,1231,48723,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,ANGLE,,,,0.0,,,,,153,162,8,1257,-10,1267,-179,-452,273,225.53333333333333,60,457.0,1,1
2022091100,1281,52489,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,OUT,,,,,,,,,113,127,13,1185,-1075,2260,-238,-201,-37,408.3454545454546,55,1188.0,1,0
2022091100,1335,53612,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,ANGLE,,,,,,,,,73,109,35,50,215,-165,-817,-496,-321,218.26666666666668,15,210.0,0,0
2022091100,1552,48723,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,1,1,,,46083.0,,,0.0,,,,,79,152,72,424,-425,849,-111,-107,-4,266.79411764705884,34,-429.0,0,1
2022091100,1552,52489,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,FLAT,,,,,,,,,149,152,2,888,428,460,-133,-234,101,133.65714285714284,35,887.0,1,0
2022091100,1552,53433,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,1,1,,,46083.0,,,0.0,,,,,88,152,63,545,-568,1113,-218,-183,-35,262.5581395348837,43,-568.0,0,1
2022091100,1672,54473,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,CROSS,,,,,,,,,110,111,0,1101,148,953,-192,-527,335,469.8636363636364,22,1104.0,1,0
2022091100,2159,53932,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,GO,,,,,,,,,96,115,18,229,2413,-2184,-503,-241,-262,455.7959183673469,49,230.0,1,0
2022091100,2204,52942,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,CROSS,,,,0.0,,,,,46,47,0,365,-468,833,-220,-237,17,412.2,20,-468.0,0,0
2022091100,2303,48374,ATL,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,CROSS,,,,,,,,,131,132,0,609,-273,882,-130,-266,136,344.5,58,-818.0,1,0
2022091100,2374,41808,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,CROSS,,,,,,,,,105,106,0,1317,846,471,-249,-222,-27,318.46666666666664,15,1319.0,1,0
2022091100,2616,53612,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,FLAT,,,,,,,,,115,187,71,21,19,2,-824,-803,-21,78.125,8,20.0,0,1
2022091100,2661,48723,ATL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,IN,,,,,,,,,141,175,33,916,1007,-91,-126,-127,1,113.92307692307692,13,920.0,0,0
2022091100,2661,53612,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,FLAT,,,,,,,,,135,175,39,174,-209,383,-473,-476,3,134.7,40,174.0,1,1
2022091100,2960,48374,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,CORNER,,,,,,,,,72,130,57,84,833,-749,-267,-4,-263,167.97619047619048,42,86.0,1,0
2022091100,2960,48723,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,POST,,,,,,,,,91,130,38,259,486,-227,-406,-95,-311,186.43478260869566,46,17.0,1,1
2022091100,3050,39975,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,SCREEN,,,,,,,,,170,171,0,244,-335,579,-540,-554,14,358.0,17,245.0,1,0
2022091100,3050,53433,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,OUT,,,,,,,,,141,171,29,421,-588,1009,-193,-61,-132,244.4047619047619,42,-595.0,0,0
2022091100,3267,48723,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,,,48537.0,,,0.0,,,,,49,87,37,25,-446,471,-471,-121,-350,210.82142857142858,28,25.0,1,0
2022091100,3310,48723,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,,,44862.0,,,0.0,,,,,33,103,69,541,214,327,-143,-415,272,202.52380952380952,21,541.0,1,1
2022091100,3310,52489,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,HITCH,,,,,,,,,102,103,0,817,-304,1121,-262,-288,26,438.46153846153845,26,818.0,1,1
2022091100,3355,39975,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,FLAT,,,,,,,,,99,155,55,7,-182,189,-746,-470,-276,148.77272727272728,22,8.0,1,1
2022091100,4210,48374,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,SCREEN,,,,,,,,,102,130,27,608,607,1,-175,-178,3,92.25714285714285,35,590.0,0,0
2022091100,4266,39975,ATL,0,0,0,0,0,1,10,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,1,1,1.0,HITCH,,,,,,,,,151,227,75,1226,740,486,-299,-86,-213,111.70491803278688,61,1007.0,1,0
2022091100,4266,54473,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,1,1,1.0,GO,,,,,,,,,168,227,58,1203,1477,-274,-91,-129,38,78.3125,64,1219.0,1,0
2022091101,85,44820,CAR,0,0,0,0,0,1,-5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,SCREEN,,,,,,,,,113,114,0,298,-266,564,-583,-636,53,257.3636363636364,22,297.0,1,1
2022091101,109,44820,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,SCREEN,,,,,,,,,191,192,0,1544,-1343,2887,-293,-137,-156,422.23943661971833,71,-1402.0,0,1
2022091101,184,44898,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,FLAT,,,,,,,,,143,144,0,1075,95,980,-149,-624,475,398.2291666666667,48,1076.0,1,1
2022091101,272,46104,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,FLAT,,,,,,,,,116,117,0,263,-153,416,-574,-553,-21,254.5,16,269.0,1,0
2022091101,317,42347,CLE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,1,1,1.0,GO,,,,,,,,,127,128,0,926,1363,-437,-168,-115,-53,131.15151515151516,33,923.0,1,1
2022091101,317,44898,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,1,1,,,47799.0,,,0.0,,,,,126,128,1,1536,207,1329,-213,-456,243,254.71428571428572,56,1540.0,1,1
2022091101,339,52595,CLE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,OUT,,,,,,,,,116,121,4,880,-842,1722,-193,-164,-29,376.2391304347826,46,-842.0,0,0
2022091101,686,46104,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,SCREEN,,,,,,,,,137,139,1,1228,242,986,-256,-460,204,209.28571428571428,49,1227.0,1,0
2022091101,748,46093,CAR,0,0,0,0,0,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,OUT,,,,,,,,,80,113,32,814,-976,1790,-242,-141,-101,420.8837209302326,43,815.0,1,1
2022091101,850,53512,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,OUT,,,,,,,,,112,113,0,488,539,-51,-241,-244,3,54.75757575757576,33,532.0,0,1
2022091101,883,44820,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,,,46162.0,,,1.0,2.40000009536743,,,,123,131,7,195,-234,429,-538,-313,-225,179.28571428571428,28,-268.0,0,1
